name,responsible_for_v,responsible_for_i,receiving_v,receiving_i,prefix_list
Association for Information Communication Technology Education and Science (UIKTEN),0,0,1,0,10.18421
Association for Information Systems,0,0,0,1,10.17705
Association for Korea Public Administration History,1,1,0,0,10.15856
Association for Learning Technology,0,22,0,0,10.25304
Association for Medical Education in Europe (AMEE),0,0,0,7,10.15694
Association for Politics and the Life Sciences,1,0,0,1,10.2990
Association for Promotion and Development of Maritime Industries,0,0,0,1,10.18048
Association for Research in Vision and Ophthalmology (ARVO),15,2,4,356,10.1167
"Association for Slavic, East European, and Eurasian Studies",3,4,0,2,10.5612
Association for Symbolic Logic,0,0,0,1,10.2178
Association for Tropical Biology,0,0,0,1,10.1646
Association for Vascular Access,0,1,0,2,10.2309
Association for the Advancement of Artificial Intelligence (AAAI),0,0,41,7,10.1609
Association for the Advancement of Medical Instrumentation (AAMI),0,0,0,5,10.2345
Association for the Advancement of Psychological Science,0,0,0,19,10.5872
Association for the Study of African American Life and History (ASALH),0,5,0,0,10.5323
Association of American Medical Colleges,0,0,0,9,10.15766
Association of Anaethetists of Great Britain and Ireland,0,1,0,0,10.21466
Association of Anesthesiologists of Ukraine,0,0,0,1,10.25284
Association of Avian Veterinarians (AAV),0,0,0,1,10.1647
Association of Basic Medical Sciences of FBIH,0,0,0,1,10.17305
Association of Biomolecular Resource Facilities,0,0,0,3,10.7171
Association of Field Ornithologists,0,0,0,5,10.1648
"Association of Food Technology, Turkey",1,982,0,0,10.15237
Association of Forensic Medical Experts,0,0,0,4,10.19048
Association of Health Investigations,0,0,0,5,10.5799
Association of Korean Language Education Research,1,11,0,1,10.20880
Association of Learned and Professional Society Publishers (ALPSP),0,0,0,28,10.1087
Association of Life-span Studies,0,2,0,0,10.30528
Association of Lithuanian Serials,2,27,1,2,10.5200
Association of Mexican American Educators Journal,0,0,1,1,10.24974
Association of Research Libraries,0,0,0,1,10.29242
Association of Slovenian Dermatovenerologists,0,0,0,1,10.15570
Association of Speech-Language Pathologists of the Czech Republic,0,1,0,0,10.36833
Association of Spine Surgeons,2,0,0,3,10.14531
Associazione Italiana di Telerilevamento,1,135,0,0,10.5721
"Astro, Ltd.",0,0,0,6,10.7452
Ataturk Iletisim Dergisi,0,5,0,0,10.32952
Ataturk Universitesi Guzel Sanatlar Enstitusu Dergisi,0,1,0,0,10.32547
Ataturk Universitesi Kazim Karabekir Egitim Fakultesi Dergisi,0,2,0,0,10.33418
Ataturk University Journal of the Agricultural Faculty,0,24,0,1,10.17097
Ateneo de Manila University,0,0,0,4,10.13185
Athabasca University Press,0,0,0,13,10.19173
Athens Institute for Education and Research ATINER,0,0,0,1,10.30958
Atlantic Geology,0,0,0,4,10.4138
Atlantis Press,1,11,0,34,10.2991
"Atlas Publishing, LLC",0,0,0,6,10.5147
Atma Jaya Catholic University of Indonesia,0,0,0,1,10.25170
Atypon,0,0,0,1,10.2211
Auckland University of Technology (AUT) Library,0,0,4,2,10.9791__10.24135
Auctores Publishing LLC,0,0,0,6,10.31579
"Auricle Technologies, Pvt., Ltd.",0,0,0,7,10.17762
"Aurora Group, s.r.o",1,0,1,10,10.25136__10.7256
Austin Publishing Group,0,0,1,1,10.26420
Australasian Association for Clinical Biochemistry and Laboratory Medicine,1,0,0,0,10.33176
Australasian College of Paramedicine,0,0,1,0,10.33151
Australasian Society for Computers in Learning in Tertiary Education,0,0,2,34,10.14742
Australian Government Department of Health,0,0,0,4,10.33321
Australian International Academic Centre,0,0,0,12,10.7575
Australian Journal of Information Systems,0,0,0,2,10.3127
Australian Museum,0,0,0,11,10.3853
Australian Society for the Study of Labour History,1,20,0,0,10.5263
Australian and New Zealand Society of the History of Medicine,0,29,0,0,10.5401
Austrian Geological Society (OGG),0,14,0,0,10.17738
Austrian Statistical Society,0,0,1,7,10.17713
"Authorea, Inc.",0,0,2,1,10.22541
Autonomous University of Yucatan,0,0,0,5,10.32776
Avens Publishing Group,0,0,0,1,10.13188
Avestia Publishing,0,0,0,6,10.11159
Avicenna Tajik State Medical University,0,0,0,1,10.25005
Avrasya Uroonkoloji Dernegi,0,21,0,0,10.33719
Ayna Klinik Psikoloji Dergisi,0,10,0,0,10.31682
Azerbaijan Oil Industry,0,0,0,1,10.37474
BAR Publishing,0,0,21,0,10.30861
BCS Learning and Development Limited,5,5,0,1,10.14236
BIBLIO-GLOBUS Publishing House,0,0,1,3,10.18334
BM-Publisher American Journal of BioMedicine,0,0,0,1,10.18081
BMFH Press,1,0,0,4,10.12938
BMJ,320,969,719,5286,10.1136__10.1783
BPAS Publishers LLP,0,0,0,1,10.31032
BRNSS Publication Hub,0,0,0,44,10.22377
BSI British Standards,0,0,1,1,10.3403
BSTU named after V.G. Shukhov,0,0,2,0,10.34031
Babes-Bolyai University,0,0,6,5,10.24193__10.17177
Badan Penelitian dan Pengembangan Hukum dan HAM,0,0,0,1,10.30641
Badan Penelitian dan Pengembangan Kesehatan,0,0,1,10,10.22435
Badan Penerbitan Fakultas Pertanian (BPFP) Universitas Bengkulu,0,0,0,1,10.31186
Badan Penerbitan Universitas Widyagama Malang,0,0,0,1,10.31328
Badan Pengkajian dan Penerapan Teknologi (BPPT),0,0,1,2,10.29122
Badan Perencananaan Pembangunan Daerah Penelitian dan Pengembangan Kabupaten Sragen,0,0,0,1,10.32630
Baikal State University,0,0,0,17,10.17150
Baishideng Publishing Group Inc.,290,5044,76,1231,10.3748__10.4252__10.5306__10.5500__10.4254__10.4292__10.11569__10.4331__10.4251__10.12998__10.5312__10.4253__10.5499__10.5498__10.4240__10.5496__10.5316__10.4330__10.5662__10.4239__10.5318__10.5314__10.5317__10.5497__10.4329__10.5313__10.5412__10.5409__10.5528__10.5494__10.13105__10.4291__10.5492__10.5501__10.5493__10.5527__10.5315__10.5319__10.5495__10.5411__10.5410__10.5321__10.5320__10.35712__10.35713
Balai Arkeologi Jawa Barat,0,0,0,1,10.24164
Balai Penelitian dan Pengembangan Lingkungan Hidup dan Kehutanan Makassar,0,0,0,1,10.18330
Balikesir Medical Journal,0,3,0,0,10.33716
Balikesir Universitesi Fen Bilimleri Enstitusu Dergisi,1,0,0,0,10.25092
Balkan Journal of Electrical & Computer Engineering (BAJECE),0,7,0,1,10.17694
Balkan Libraries Union,0,0,0,5,10.16918
"Balochistan University of Information Technology, Engineering and Management Sciences",0,0,0,1,10.36785
Baltic Journal of Comparative and Clinical Systems Biology,0,0,0,1,10.7136
Baltic Medical Education Center,0,0,0,8,10.22328
Baltzer Science Publishers,0,0,0,1,10.7564
Banco de Mexico,0,0,5,0,10.36095
Banco de la Republica Colombia,1,0,0,0,10.32468
Bandirma Onyedi Eylul Universitesi Saglik Bilimleri ve Arastirmalari Dergisi,1,0,0,0,10.46413
Bangladesh Journals Online (JOL),0,0,4,40,10.3329
Bangladesh Society for Veterinary Medicine,0,0,0,1,10.33109
Bartin Orman Fakultesi Dergisi,0,2,0,3,10.24011
Bartin Universitesi Egitim Fakultesi Dergisi,0,16,0,0,10.14686
Bashkir State Medical University,0,0,0,2,10.24060
Baskent University,0,3,1,5,10.6002
Basrah Journal of Science,0,0,0,1,10.29072
Bastas Publications,1,0,0,0,10.30935
Bauman Moscow State Technical University,1,0,0,21,10.18698
Bayburt Egitim Fakultesi Dergisi,0,35,0,0,10.35675
Baycinar Tibbi Yayincilik,0,0,2,6,10.5606
"Baywood Publishing Company, Inc.",21,31,1,18,10.2190
Begell House,0,0,0,9,10.1615
Behaviormetric Society of Japan,0,0,0,1,10.2333
Beilstein Institut,3,53,3,17,10.3762
Belarusian National Technical University,0,0,0,3,10.21122
Belgorod National Research University,0,0,0,11,10.18413
Belgrade Centre for Security Policy,0,0,0,1,10.11643
Bellwether  Publishing,6,2,0,76,10.2747
Bendola S.p.r.L - BVBA,0,2,0,0,10.32371
Bentham Science Publishers Ltd.,73,1169,158,795,10.2174
Berghahn Books,59,2,0,36,10.3167
Beykent University Journal of Science and Engineering,0,6,0,0,10.20854
Beytulhikme An International Journal of Philosophy,1,0,0,0,10.18491
Biblioteca Central da UNB,0,0,0,2,10.26512
Bilecik Seyh Edebali Universitesi Fen Bilimleri Dergisi,1,52,0,0,10.35193
Bilecik Seyh Edebali Universitesi Sosyal Bilimler Enstitusu Dergisi,1,6,0,0,10.33905
Bilge International Journal of Science and Technology Research,0,14,0,0,10.30516
Bilimname,0,28,0,0,10.28949
Bilimsel Tip Publishing House,0,0,9,9,10.5578
Bilingual Publishing Co.,0,0,0,5,10.30564
Binary Information Press,0,0,0,50,10.12733
Bingol Universitesi Iktisadi ve Idari Bilimler Fakultesi Dergisi,0,1,0,0,10.33399
Bingol Universitesi Sosyal Bilimler Enstitusu Dergisi,0,7,0,0,10.29029
Bio Accent Group LLC,0,0,0,1,10.24947
"Bio-Protocol, LLC",2,19,0,1,10.21769
BioAxis DNA Research Centre,0,0,0,1,10.29042
BioExcel,0,0,0,7,10.7573
"BioInsights Publishing, Ltd.",0,0,0,4,10.18609
BioOne,2,26,0,46,10.12952__10.1199__10.7872
BioResources,0,0,848,472,10.15376
Biochemical and Cellular Archives,0,0,0,1,10.35124
Biocore Group,0,0,0,2,10.25141
Biodiversity Science,0,0,0,7,10.17520
Bioinfo Publications,0,0,0,10,10.9735
"Biology Centre, AS CR",5,25,0,20,10.14411
Biomath Forum,0,0,0,2,10.11145
Biomedical Informatics,0,0,0,6,10.6026
"Biomedical Research Network, LLC",0,0,0,3,10.26717
Biomedical Research and Therapy,0,0,0,3,10.15419
Bionika Media,0,0,0,27,10.18565
Biophysical Society of Japan,0,0,0,1,10.2142
Bioscientifica,9,569,0,28,10.1530
Birey ve Toplum Sosyal Bilimler Dergisi,0,1,0,0,10.20493
Birlesik Dunya Yenilik Arastirma ve Yayincilik Merkezi,0,0,1,2,10.18844
Biteca,1,0,0,0,10.25214
Bitlis Eren Universitesi Fen Bilimleri Dergisi,0,89,0,0,10.17798
Bitlis Eren University Journal of Science and Technology,0,7,0,0,10.17678
Black Sea Journal of Engineering and Science,0,15,0,0,10.34248
Black Sea Research Institute of Economics and Innovation,1,0,0,0,10.32843
Blackhorse Publishing,0,0,0,8,10.1066
Blacksmith Institute,0,0,0,2,10.5696
"Blay Publishers, LLC",0,0,0,1,10.9784
Bloomsbury Academic,16,83,697,23,10.5040__10.2752__10.5235
Blue Eyes Intelligence Engineering and Sciences Engineering and Sciences Publication - BEIESP,0,0,0,1,10.35940
BluePen Journals Publishing House,0,0,0,2,10.33500
Boehlau Verlag Ges.m.b.H. & Co. KG,6,4,0,3,10.7788__10.7767
Boffin Access Limited,0,0,0,4,10.31021
Bogdan Khmelnitsky Melitopol State Pedagogical University,0,0,0,1,10.7905
Bogomolets National Medical University,0,0,0,1,10.32345
Bogor Agricultural University,0,0,0,7,10.4308
Bogucki Wydawnictwo Naukowe,0,0,1,1,10.12657
Bolan Society for Pure and Applied Biology (BSPAB),0,0,0,2,10.19045
Boletim do Instituto de Pesca,0,0,3,1,10.20950
Bombay Natural History Society,0,0,0,1,10.17087
Bor Dergisi,1,1,0,0,10.30728
Borderless Science Publishing,0,0,0,8,10.13179
Borys Grinchenko Kyiv University,6,0,0,0,10.28925
Boston College University Libraries,0,0,0,4,10.6017
"Botanic Garden and Botanical Museum Berlin, Freie Universitaet Berlin",1,0,1,0,10.3372
Botanical Research Institute of Texas,0,0,0,23,10.17348
"Botanical Sciences, Sociedad Botanica de Mexico, AC",0,0,16,0,10.17129
Botanical Society of America,2,0,0,44,10.3732
Botanical Survey of India,0,0,0,4,10.20324
Bowling Green State University Libraries,0,0,0,1,10.25035
"Boydell & Brewer Group, Ltd.",0,0,0,2,10.7722
Bozok Tip Dergisi,3,148,0,0,10.16919
BraDypUS,0,0,0,1,10.12977
Brand Design Association of Korea,0,4,0,0,10.18852
Bratsk State University,0,0,0,4,10.18324
Brawijaya University,0,0,0,4,10.21776
Brazilian Herpetological Society,0,0,0,3,10.2994
Brazilian Journal for Motor Behavior,0,0,3,1,10.20338
Brazilian Journal of Irrigation and Drainage - IRRIGA,0,0,0,3,10.15809
Brazilian Journal of Petroleum and Gas,0,0,0,2,10.5419
Brazilian Society for Computational and Applied Mathematics (SBMAC),0,0,0,2,10.5540
Brazilian Society of Physical Activity and Health,0,0,0,22,10.12820
Brepols Publishers NV,5,0,0,0,10.1484
Brewing Society of Japan,3,0,0,0,10.6013
Bridget Williams Books,0,0,0,1,10.7810
Brief Encounters Postgraduate Journal,0,0,0,1,10.24134
Brighthall,7,1,0,0,10.7899
Brill,92,72,622,344,10.1163__10.2959
Brill Deutschland GmbH,0,0,3,2,10.30965
Bristol University Press,0,0,0,20,10.1332
British Academy,0,0,0,4,10.5871
British Association for the Study of Religions (BASR),0,0,0,1,10.18792
British Association of Physicians of Indian Origin,1,0,0,0,10.38192
British Cactus and Succulent Society,0,0,0,2,10.25223
British Editorial Society of Bone & Joint Surgery,9,9,0,97,10.1302
British Herpetological Society,0,0,0,1,10.33256
British Institute of Non-Destructive Testing (BINDT),0,0,0,3,10.1784
British Institute of Radiology,15,79,0,66,10.1259
British Ornithologists' Club,1,0,0,0,10.25226
British Society for Plant Pathology,0,19,0,13,10.5197
Brno University of Technology,0,0,0,1,10.13164
Brookings Institution Press,0,0,0,8,10.7864
Bryansk State Technical University BSTU,0,0,0,1,10.30987
Bucharest University of Economic Studies,0,53,1,25,10.24818
Bulent Ecevit University,0,0,0,2,10.11122
Bulletin of Chemical Reaction Engineering and Catalysis,0,127,0,9,10.9767
Bulletin of Economic Theory and Analysis,0,4,0,0,10.25229
Bulletin of Marine Science,0,0,0,4,10.5343
Bulletin of the Ural Medical Academie Science,0,0,0,3,10.22138
Bunin Yelets State University,0,0,0,1,10.24888
Bureau of Labor Statistics,0,0,0,2,10.21916
Buryat State University,0,0,0,1,10.18101
"Business Department, School of Economics, Business & Accounting USP",0,0,0,4,10.5700
Business Valuation Review Journal,0,0,0,1,10.5791
Buzdar Insights,0,9,0,0,10.37187
Byte Systems - Solucoes Digitais,0,0,0,1,10.12702
CABI Publishing,2,1,3,48,10.1079__10.12774
"CAD Solutions, LLC",3,294,0,50,10.3722
CAIRN,3,0,9,108,10.3917
CAPES,0,0,0,4,10.21713
CBE - Congresso Brasileiro de Educacao,0,0,0,1,10.26667
CBU Beden Egitimi ve Spor Bilimleri Dergisi,0,3,0,0,10.33459
CEMADES,0,0,0,23,10.26872
CEU Educational-Service Non-profit LLC,0,0,0,3,10.7829
CFA Institute,0,0,0,37,10.2469
CIC Edizioni Internazionali,0,0,0,66,10.11138
CIESPAL,0,0,0,2,10.16921
CILIP Information Literacy Group,0,0,0,4,10.11645
CIRAD (Centre de Cooperation Internationale en Recherche Agronomique Pour le Developpement),0,0,5,15,10.19182
CIRWOLRD,0,0,1,3,10.24297
CISP Journal Services,0,0,2,14,10.22230
CMA Joule Inc.,1,31,36,126,10.1503__10.9778
CNBOP-PIB Centrum Naukowo-Badawcze Ochrony Przeciwpozarowej,0,5,3,1,10.12845
CNPS,0,0,0,5,10.7714
CNRI Acct,0,0,0,14,10.1045
CNT Nanostroitelstvo,0,0,5,6,10.15828
CNU Journal of Agricultural Science,0,0,1,0,10.7744
CNU Research Institute of Education,4,14,0,0,10.18612
"COES and RJ, LLC",0,0,1,0,10.25255
COMU Ziraat Fakultesi Dergisi,0,2,0,0,10.33202
COPD Foundation,0,0,0,1,10.15326
CRI Electronics,1,0,0,1,10.21778
CSIRO Publishing,258,109,0,44,10.1071
CSTUG,0,1,0,1,10.5300
Cactus and Succulent Society of America,0,0,0,1,10.2985
Cagdas Tip Dergisi: Journal of Contemporary Medicine,1,69,0,0,10.16899
Caister Academic Press,0,0,0,2,10.21775
California Botanical Society,1,0,0,1,10.3120
California Digital Library (CDL),0,0,3,10,10.15447__10.31223__10.21425
California Pharmacists Association,1,0,0,0,10.37901
Cambria Press,0,0,0,2,10.15239
Cambridge Journal of International and Comparative Law,0,6,0,0,10.7574
Cambridge Medicine Journal,0,1,0,0,10.7244
Cambridge University Press (CUP),5459,1234,160,850,10.1017__10.1154__10.1375__10.4039
Canada-China Clinical Medicine Study Association (CCCMSA),0,0,0,10,10.4021
Canadian Aeronautics and Space Institute,0,14,0,59,10.5589
Canadian Center of Science and Education,0,0,1,180,10.5539
Canadian Geriatrics Society,0,0,0,2,10.5770
Canadian Health Libraries Association,0,2,0,2,10.5596
Canadian Institute of Forestry,1,39,0,12,10.5558
Canadian Institute of Geomatics,0,0,0,11,10.5623
Canadian Institute of Public Health Inspectors,0,9,0,2,10.5864
Canadian Mathematical Society,3,3,0,0,10.4153
Canadian Nuclear Laboratories Limited,0,5,0,0,10.12943
Canadian Periodical for Community Studies,2,32,0,8,10.7870
Canadian Science Publishing,113,1486,55,1245,10.1139
Canadian Society for Clinical Investigation,0,0,0,1,10.25011
Canadian Society of Hospital Pharmacists (CSHP),0,0,0,4,10.4212
Canadian Society of Petroleum Geologists,0,0,0,7,10.35767
Canadian Society of Respiratory Therapists,0,0,0,1,10.29390
Canadian Urological Association Journal,0,0,0,56,10.5489
Canadian Water Resources Association,0,5,0,6,10.4296
Cancer Biology and Medicine,0,0,35,42,10.20892
Cankiri Karatekin Universitesi Iktisadi ve Idari Bilimler Fakultesi Dergisi,0,12,0,0,10.18074
Cappelen Damm AS - Cappelen Damm Akademisk,1,0,0,0,10.23865
Carcinological Society of Japan,0,0,0,2,10.18353
Carden Jennings Publishing Co.,0,0,0,7,10.1532
Cardiff University Press,0,0,0,3,10.18573
"Cardiofront, LLC",0,0,0,114,10.4022
Cardiology Research Institute,0,0,0,3,10.29001
Carl Hanser Verlag,12,1204,7,64,10.3139
Carleton University,0,0,0,3,10.22215
Carnegie Museum of Natural History,0,0,0,3,10.2992
Cartography and Geographic Information Society (CaGIS),0,0,0,7,10.1559
Case Western Reserve University,0,0,0,2,10.20411
"Cases Network, Ltd.",0,0,0,7,10.4076
Caspian Journal of Applied Sciences Research,0,0,0,3,10.11115
Castanea,0,0,0,2,10.2179
Catalyst Journal,0,0,0,3,10.28968
Catholic Theological Association of Korea,0,2,0,0,10.36515
Cedrus,0,0,0,1,10.13113
Celal Bayar Universitesi Saglık Bilimleri Enstitusu Dergisi,0,41,0,0,10.34087
Celal Bayar University Journal of Science,0,16,0,3,10.18466
Celal Bayar University Journal of Social Sciences,0,19,0,0,10.18026
Cellular and Molecular Exercise Physiology,0,0,0,1,10.7457
Cellule MathDoc/CEDRAM,1,0,5,2,10.5802
Celsius Publishing House,0,0,0,2,10.21614
Centennial Library,0,0,0,1,10.15385
Center for Academic Publications Japan,0,0,0,1,10.3177
Center for Applied Energy Research,0,0,0,1,10.4177
"Center for Bioethics and Research, Nigeria",0,0,0,1,10.20541
Center for Crisis Society Studies,3,0,0,0,10.23932
Center for Cross-Cultural Studies,2,4,5,1,10.21049
Center for Economic Integration,0,0,0,3,10.11130
"Center for Environmental Research, Institute of Research and Community Services (IPB)",0,0,0,1,10.19081
Center for Interdisciplinary Research on China,2,0,0,0,10.35389
Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),0,0,0,1,10.17528
"Center for Journal Management and Publication, Lambung Mangkurat University",0,0,3,6,10.20527
Center for Korean History,0,0,0,1,10.22372
Center for Korean Literature and Language Education,1,1,0,1,10.24008
"Center for Korean Studies, Korea University",1,2,0,1,10.17790
Center for Open Science,0,0,23,68,10.31234__10.31219__10.35542__10.31235__10.31224__10.31233__10.31231
Center for Promoting Ideas,0,0,0,8,10.30845
Center for Psychiatric Rehabilitation,0,4,0,11,10.2975
Center for Pulp and Paper,5,4,0,0,10.25269
"Center for Southeast Asian Studies, HUFS",0,2,0,0,10.21485
"Center for Southeast Asian Studies, Kyoto University",0,0,2,0,10.20495
Center for Studies of Christian Thoughts and Culture,0,0,0,26,10.15757
